,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,tagCount,likeRatio,commentRatio,titleLength
10,3A_YMWcx4HI,NeetCode,GPT-4 is OVERHYPED,"🚀 https://neetcode.io/ - A better way to prepare for coding interviews!

Checkout my second Channel:  @NeetCodeIO  

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


#coding #neetcode #python",,2023-03-16T18:54:28Z,112501,3797,0,594,PT3M51S,hd,false,0,33.7508111039013,5.279953067083849,18
11,i53Gi_K3o7I,NeetCode,20 System Design Concepts Explained in 10 Minutes,"🚀 https://neetcode.io/ - A better way to prepare for coding interviews!

A brief overview of 20 system design concepts for system design interviews. 

Checkout my second Channel:  @NeetCodeIO 

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


0:00 - Intro
0:22 - Vertical Scaling
0:39 - Horizontal Scaling
1:05 - Load Balancers
1:50 - Content Delivery Networks
2:25 - Caching
2:52 - IP Address
3:05 - TCP / IP
2:52 - IP Address
3:58 - Domain Name System
4:41 - HTTP
5:45 - REST
6:05 - GraphQL
6:35 - gRPC
7:22 - WebSockets
7:58 - SQL
8:25 - ACID
8:55 - NoSQL
9:20 - Sharding
9:45 - Replication
10:20 - CAP Theorem
10:50 - Message Queues


#system #design #interview",,2023-03-11T15:31:00Z,536224,21387,0,297,PT11M41S,hd,false,0,39.88445127409441,0.5538730082950408,49
12,hL0bn_-FKmo,NeetCode,Google will DESTROY ChatGPT in 2023,"🚀 https://neetcode.io/ - A better way to prepare for coding interviews!

Meet Bard - Google's answer to ChatGPT and Microsofts new changes to bing and edge. Will this AI war between tech giants lead to faster automation of jobs? Let's discuss.

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


#google #bard #chatgpt",,2023-02-11T17:42:33Z,215773,6386,0,536,PT4M21S,hd,false,0,29.595917932271416,2.4840920782489007,35
13,tAuRQs_d9F8,NeetCode,8 Design Patterns EVERY Developer Should Know,"🚀 https://neetcode.io/ - A better way to prepare for coding interviews!

Checkout my second Channel: @NeetCodeIO 

While some object oriented design patterns are a bit outdated, it's important for every software engineer to understand the most important ones. I cover several of my favorite ones in this video.

Code from video: https://neetcode.io/courses/lessons/8-design-patterns

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


0:00 - Intro
0:45 - Factory
1:35 - Builder
2:23 - Singleton
3:38 - Observer
5:12 - Iterator
6:28 - Strategy
7:18 - Adapter
8:22 - Facade


#design #patterns #python",,2023-02-06T17:28:43Z,715175,27131,0,377,PT9M47S,hd,false,0,37.93616946901108,0.527143706085923,45
14,SpOCDsxouJ4,NeetCode,Technologies I'm Learning in 2023,"🚀 https://neetcode.io/ - Get lifetime access to every course I ever create!

The technologies I'm planning on learning next year. I feel like some parts of this came off a bit rushed / confusing, so let me know if you have questions.

Checkout my second Channel:  @NeetCodeIO   

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


#coding #neetcode #python",,2023-01-01T15:41:16Z,161808,5191,0,281,PT9M37S,hd,false,0,32.08123207752398,1.7366261247898744,33
15,jgQjes7MgTM,NeetCode,The BEST Coding Interview Roadmap in 2023 (free),"🚀 https://neetcode.io/ - Checkout the FREE roadmap! 

Checkout my second Channel:  @NeetCodeIO  

🧑‍💼 LinkedIn: https://www.linkedin.com/in/navdeep-singh-3aaa14161/
🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


#leetcode #roadmap #coding",,2022-12-22T15:05:36Z,295734,16761,0,511,PT8M21S,hd,false,0,56.67593174947757,1.7279041300628268,48
16,D9IFZnIhoe4,NeetCode,Will AI replace programmers?,"Is ChatGPT taking over and will AI replace all programmers? Well first let's see if it can pass a coding interview.

🚀 https://neetcode.io/ - Get lifetime access to every course I ever create!

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1


#chatgpt #coding #interview",,2022-12-12T16:01:00Z,173750,3810,0,586,PT4M8S,hd,false,0,21.928057553956837,3.372661870503597,28
17,jPKTo1iGQiE,NeetCode,Design Youtube - System Design Interview,"🚀 https://neetcode.io/ - Get lifetime access to every course I ever create!

Lets design the high-level architecture of youtube - similar to how we'd tackle this in a system design interview.

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1


0:00 - Intro
0:15 - Background
1:30 - Functional Requirements
1:55 - Non-functional Requirements
5:35 - High-level Design
14:08 - Design Details
17:00 - Youtube video playback example
20:30 - Protocols

design youtube
design netflix
design hulu
design video streaming
system design interview
distributed systems
object storage
vitess
database sharding

#system #design #interview",,2022-12-06T16:47:00Z,136231,3621,0,124,PT26M4S,hd,false,0,26.579853337346123,0.9102186726956419,40
18,dncBmGtYJ9g,NeetCode,Is FAANG dead?,"🚀 https://neetcode.io/ - Get lifetime access to every course I ever create!

Unfortunately, tech layoffs have gotten a lot worse since the last video I made addressing the recession topic. But this situation was not a complete accident - a main factor was poor decision making by executives. Thankfully, these times won't last forever - I explain what we can do in the meantime.

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

#google #tech #layoffs",,2022-11-27T15:45:02Z,111953,4455,0,217,PT6M28S,hd,false,0,39.79348476592856,1.938313399372951,14
19,o5n85GRKuzk,NeetCode,Design Twitter - System Design Interview,"🚀 https://neetcode.io/ - Get lifetime access to every course I ever create!

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
0:49 - 1. Background
1:55 - 2. Functional Requirements
3:30 - 3. Non-functional Requirements
7:40 - 4. High-Level Design
11:39 - 5. Design Details
13:25 - DB Schema
15:30 - Scaling DB
19:48 - News Feed Generation


#system #design #twitter 

system design interview
design twitter
design instagram
design facebook
design news feed",,2022-11-20T18:45:01Z,341065,8046,0,255,PT26M16S,hd,false,0,23.59081113570727,0.7476580710421767,40
20,46dZH7LDbf8,NeetCode,Mock Google Coding Interview with a Meta Intern,"🚀 https://neetcode.io/ - Get lifetime access to all current & future courses I create!

Checkout my second Channel:  @NeetCodeIO  

Today I gave a mock google coding interview to @FryingPan  who is a former intern at Meta currently studying for coding interviews as he finishes up school. He also recently interned at Meta in NYC.

Btw this is the question I asked: https://leetcode.com/problems/insert-delete-getrandom-o1/
We actually solved it on the channel here: https://youtu.be/j4KwhBziOpg

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1
📷 Instagram: https://www.instagram.com/neetcodeio/
🎵 TikTok: https://www.tiktok.com/@neetcode.io


Time Stamps

0:00 - Intro / Background
1:45 - Interview Starts
2:45 - Clarifying questions
4:40 - Start coding
7:40 - Hint #1
11:15 - Suboptimal solution
16:35 - LIGHTBULB MOMENT
23:55 - Half time remaining
25:30 - Test cases
29:55 - Follow-up Question
36:55 - Bug bashing
39:13 - Disqualified for cheating
42:05 - Interview Complete
42:50 - Debrief 
45:40 - Final Results

#google #coding #interview 


google coding interview
coding interview
google interview
cracking the google interview
meta software engineer
facebook software engineer
software engineer interview",,2022-11-15T15:15:00Z,414586,8462,0,503,PT47M4S,hd,false,0,20.41072298630441,1.2132585277843437,47
21,Hmf7a5u8nCk,NeetCode,Tech Layoffs & Hiring Freezes,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

Sharing my advice for dealing with tech layoffs and hiring freezes, and EXACTLY what you should be focusing on. Also sharing how I managed to get a software engineer job at google after the 2020 pandemic.

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1


#coding #neetcode #python",,2022-10-25T14:43:44Z,335033,13865,0,640,PT5M57S,hd,false,0,41.38398307032442,1.9102595863691039,29
22,akXP6pC0piE,NeetCode,Anatomy of a Production App - System Design,"🚀 https://neetcode.io/ - Get lifetime access to all current & future courses I create!

Discussing the basic high-level architecture that most production applications follow. This is a free lesson from my course: System Design for Beginners, which is currently ongoing. After that, I will complete my System Design Interview course.


🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
0:20 - Deploying Code
1:25 - Storage
2:00 - User makes a request
3:05 - Vertical Scaling
4:20 - Horizontal scaling
5:40 - External APIs & services
6:40 - Logging
7:20 - Metrics
8:35 - Alerts


#system #design #neetcode",,2022-10-15T15:00:02Z,97948,3819,0,67,PT11M5S,hd,false,0,38.990076367051905,0.6840364274921387,43
23,BgLTDT03QtU,NeetCode,Big-O Notation - For Coding Interviews,"🚀 https://neetcode.io/ - Get lifetime access to all current & future courses I create!

Going over all of the common big O time and space complexities, with a focus on coding interviews.

Checkout my second Channel:  @NeetCodeIO  

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

Code from the video: https://neetcode.io/courses/lessons/big-o-notation

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
0:43 - What is Big-O
1:48 - O(1)
2:55 - O(n)
6:35 - O(n^2)
9:30 - O(n * m)
10:02 - O(n^3)
10:45 - O(logn)
13:18 - O(nlogn)
14:58 - O(2^n)
17:30 - O(sqrt(n))
18:26 - O(n!)
19:26 - Conclusion


#coding  #neetcode #python",,2022-10-10T14:45:00Z,182601,7938,0,150,PT20M38S,hd,false,0,43.471832027206865,0.8214631902344456,38
24,0K_eZGS5NsU,NeetCode,Python for Coding Interviews - Everything you need to Know,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

Checkout my second Channel:  @NeetCodeIO  

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
1:13 - variables 
2:40 - if statements
4:00 - loops
6:06 - math
8:40 - arrays
12:38 - sorting
13:40 - list comprehension
14:20 - 2d arrays
15:25 - strings
16:50 - queues
17:30 - hash sets
18:25 - hash maps
20:15 - tuples
20:55 - heaps
22:30 - functions
22:55 - nested functions
24:20 - classes

#coding #interview #python",,2022-10-02T15:01:42Z,215178,7302,0,199,PT26M18S,hd,false,0,33.93469592616345,0.9248157339504968,58
25,qMky6D6YtXU,NeetCode,Dynamic Programming 2D - Full Course - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

Checkout my second Channel:  @NeetCodeIO  

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1


⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
1:10 -  Unique Paths
11:48 - Longest Common Subsequence
30:00 - Best Time to Buy/Sell Stock with Cooldown
45:01 -  Coin Change II
1:08:12 - Target Sum
1:20:07 - Interleaving String
1:39:19 - Longest Increasing Path in a Matrix
1:55:53 - Distinct Subsequences
2:07:10 - Edit Distance
2:27:55- Burst Balloons
2:49:01 - Regular Expression Matching

#leetcode #neetcode #python",,2022-09-15T14:45:03Z,77809,2070,0,89,PT3H16M44S,hd,false,0,26.603606266627253,1.1438265496279352,45
26,_i4Yxeh5ceQ,NeetCode,Dynamic Programming 1D - Full Course - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

Checkout my second Channel:  @NeetCodeIO  

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1


⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

0:00 - Intro
1:05 -  Climbing Stairs
19:03 - Min Cost Climbing Stairs
38:16 - House Robber 
48:45 - House Robber II
58:58 - Longest Palindromic Substring
1:07:00 - Palindromic Substrings
1:21:51 - Decode Ways
1:37:08 - Coin Change
1:56:23 - Maximum Product Subarray
2:11:46 - Word Break
2:27:06 - Longest Increasing Subsequence
2:45:20 - Partition Equal Subset Sum

#neetcode #leetcode  #python",,2022-09-13T14:30:08Z,155341,4045,0,145,PT2H59M19S,hd,false,0,26.039487321441218,0.9334303242543823,45
27,Y7UTvogADH0,NeetCode,Maximum Performance of a Team - Leetcode 1383 - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

Problem Link: https://leetcode.com/problems/maximum-performance-of-a-team/

0:00 - Read the problem
1:57 - Drawing Explanation
11:10 - Coding Explanation

leetcode 1383

#coding #interview  #python",,2022-09-11T01:32:14Z,24702,776,0,72,PT14M53S,hd,false,0,31.414460367581576,2.914743745445713,54
28,b1WpYxnuebQ,NeetCode,Construct String from Binary Tree - Leetcode 606 - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

🐮 Support the channel: https://www.patreon.com/NEETcode

⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf
💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1

Problem Link: https://leetcode.com/problems/construct-string-from-binary-tree/

0:00 - Read the problem
1:00 - Drawing Explanation
5:20 - Coding Explanation

leetcode 606


#coding #interview #python",,2022-09-07T01:15:00Z,24981,674,0,40,PT10M,hd,false,0,26.980505183939798,1.6012169248628958,57
29,4G5t1HwHQD4,NeetCode,"How I Coded a SaaS (payments, database and frontend)","🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews

🥷 Discord: https://discord.gg/ddjKRXPqtk
🐦 Twitter: https://twitter.com/neetcode1

0:00 - Intro
0:26 - Frontend
2:55 - Backend
6:35 - Database
8:55 - Payments API
11:40 - Course platforms

#neetcode #coding #saas",,2022-09-04T15:00:02Z,123523,4890,0,191,PT13M15S,hd,false,0,39.587769079442694,1.546270735004817,52
